frequency_hz,amplitude_db,artist,title
10981.93359375,-42.07972,BhikariBal,Khyama
11003.466796875,-41.907646,BhikariBal,Khyama
11025.0,-41.940437,BhikariBal,Khyama
11046.533203125,-41.91332,BhikariBal,Khyama
11068.06640625,-41.901043,BhikariBal,Khyama
11089.599609375,-41.619263,BhikariBal,Khyama
11111.1328125,-41.441174,BhikariBal,Khyama
11132.666015625,-41.57186,BhikariBal,Khyama
11154.19921875,-41.534508,BhikariBal,Khyama
11175.732421875,-41.51019,BhikariBal,Khyama
11197.265625,-41.576088,BhikariBal,Khyama
11218.798828125,-41.607094,BhikariBal,Khyama
11240.33203125,-41.475395,BhikariBal,Khyama
11261.865234375,-41.15016,BhikariBal,Khyama
11283.3984375,-40.860764,BhikariBal,Khyama
11304.931640625,-40.958286,BhikariBal,Khyama
11326.46484375,-41.07408,BhikariBal,Khyama
11347.998046875,-40.98336,BhikariBal,Khyama
11369.53125,-40.959633,BhikariBal,Khyama
11391.064453125,-40.938545,BhikariBal,Khyama
11412.59765625,-41.02314,BhikariBal,Khyama
11434.130859375,-40.85099,BhikariBal,Khyama
11455.6640625,-40.72603,BhikariBal,Khyama
11477.197265625,-40.86267,BhikariBal,Khyama
11498.73046875,-41.017174,BhikariBal,Khyama
11520.263671875,-40.955254,BhikariBal,Khyama
11541.796875,-41.093807,BhikariBal,Khyama
11563.330078125,-41.26227,BhikariBal,Khyama
11584.86328125,-41.33661,BhikariBal,Khyama
11606.396484375,-41.096897,BhikariBal,Khyama
11627.9296875,-40.872948,BhikariBal,Khyama
11649.462890625,-41.29171,BhikariBal,Khyama
11670.99609375,-41.61949,BhikariBal,Khyama
11692.529296875,-41.738583,BhikariBal,Khyama
11714.0625,-41.98712,BhikariBal,Khyama
11735.595703125,-42.042397,BhikariBal,Khyama
11757.12890625,-41.90255,BhikariBal,Khyama
11778.662109375,-41.942413,BhikariBal,Khyama
11800.1953125,-41.755096,BhikariBal,Khyama
11821.728515625,-42.056084,BhikariBal,Khyama
11843.26171875,-42.783764,BhikariBal,Khyama
11864.794921875,-42.875717,BhikariBal,Khyama
11886.328125,-43.016914,BhikariBal,Khyama
11907.861328125,-42.934937,BhikariBal,Khyama
11929.39453125,-42.994953,BhikariBal,Khyama
11950.927734375,-43.029537,BhikariBal,Khyama
11972.4609375,-42.908173,BhikariBal,Khyama
11993.994140625,-42.749214,BhikariBal,Khyama
12015.52734375,-43.18335,BhikariBal,Khyama
12037.060546875,-43.380054,BhikariBal,Khyama
12058.59375,-43.683483,BhikariBal,Khyama
12080.126953125,-43.788097,BhikariBal,Khyama
12101.66015625,-43.796486,BhikariBal,Khyama
12123.193359375,-43.77321,BhikariBal,Khyama
12144.7265625,-43.785515,BhikariBal,Khyama
12166.259765625,-43.729263,BhikariBal,Khyama
12187.79296875,-44.05282,BhikariBal,Khyama
12209.326171875,-43.99296,BhikariBal,Khyama
12230.859375,-44.33949,BhikariBal,Khyama
12252.392578125,-44.4116,BhikariBal,Khyama
12273.92578125,-44.567745,BhikariBal,Khyama
12295.458984375,-44.752052,BhikariBal,Khyama
12316.9921875,-44.591415,BhikariBal,Khyama
12338.525390625,-44.312557,BhikariBal,Khyama
12360.05859375,-44.446968,BhikariBal,Khyama
12381.591796875,-44.65949,BhikariBal,Khyama
12403.125,-44.921467,BhikariBal,Khyama
12424.658203125,-44.897118,BhikariBal,Khyama
12446.19140625,-44.855564,BhikariBal,Khyama
12467.724609375,-44.858627,BhikariBal,Khyama
12489.2578125,-45.118446,BhikariBal,Khyama
12510.791015625,-45.175896,BhikariBal,Khyama
12532.32421875,-45.228924,BhikariBal,Khyama
12553.857421875,-45.297653,BhikariBal,Khyama
12575.390625,-45.455666,BhikariBal,Khyama
12596.923828125,-45.392998,BhikariBal,Khyama
12618.45703125,-45.52234,BhikariBal,Khyama
12639.990234375,-45.44307,BhikariBal,Khyama
12661.5234375,-45.349064,BhikariBal,Khyama
12683.056640625,-45.328796,BhikariBal,Khyama
12704.58984375,-45.471504,BhikariBal,Khyama
12726.123046875,-45.565536,BhikariBal,Khyama
12747.65625,-45.7093,BhikariBal,Khyama
12769.189453125,-45.672836,BhikariBal,Khyama
12790.72265625,-45.88875,BhikariBal,Khyama
12812.255859375,-45.953568,BhikariBal,Khyama
12833.7890625,-46.170227,BhikariBal,Khyama
12855.322265625,-45.914513,BhikariBal,Khyama
12876.85546875,-45.733307,BhikariBal,Khyama
12898.388671875,-45.72148,BhikariBal,Khyama
12919.921875,-45.730556,BhikariBal,Khyama
12941.455078125,-46.003998,BhikariBal,Khyama
12962.98828125,-46.46377,BhikariBal,Khyama
12984.521484375,-46.51053,BhikariBal,Khyama
13006.0546875,-46.439583,BhikariBal,Khyama
13027.587890625,-45.685696,BhikariBal,Khyama
13049.12109375,-45.254646,BhikariBal,Khyama
13070.654296875,-45.956055,BhikariBal,Khyama
13092.1875,-46.71913,BhikariBal,Khyama
13113.720703125,-46.813164,BhikariBal,Khyama
13135.25390625,-47.0018,BhikariBal,Khyama
13156.787109375,-47.046448,BhikariBal,Khyama
13178.3203125,-47.142952,BhikariBal,Khyama
13199.853515625,-45.800514,BhikariBal,Khyama
13221.38671875,-44.735703,BhikariBal,Khyama
13242.919921875,-45.90831,BhikariBal,Khyama
13264.453125,-47.109627,BhikariBal,Khyama
13285.986328125,-47.110756,BhikariBal,Khyama
13307.51953125,-47.47367,BhikariBal,Khyama
13329.052734375,-47.65393,BhikariBal,Khyama
13350.5859375,-47.588455,BhikariBal,Khyama
13372.119140625,-47.341953,BhikariBal,Khyama
13393.65234375,-46.93064,BhikariBal,Khyama
13415.185546875,-47.114243,BhikariBal,Khyama
13436.71875,-48.01771,BhikariBal,Khyama
13458.251953125,-48.251476,BhikariBal,Khyama
13479.78515625,-48.24538,BhikariBal,Khyama
13501.318359375,-48.395508,BhikariBal,Khyama
13522.8515625,-48.60774,BhikariBal,Khyama
13544.384765625,-48.254185,BhikariBal,Khyama
13565.91796875,-47.232418,BhikariBal,Khyama
13587.451171875,-47.220734,BhikariBal,Khyama
13608.984375,-48.285027,BhikariBal,Khyama
13630.517578125,-48.542007,BhikariBal,Khyama
13652.05078125,-48.84713,BhikariBal,Khyama
13673.583984375,-48.910393,BhikariBal,Khyama
13695.1171875,-48.97767,BhikariBal,Khyama
13716.650390625,-48.623062,BhikariBal,Khyama
13738.18359375,-47.76365,BhikariBal,Khyama
13759.716796875,-47.657585,BhikariBal,Khyama
13781.25,-48.68098,BhikariBal,Khyama
13802.783203125,-48.932785,BhikariBal,Khyama
13824.31640625,-49.22773,BhikariBal,Khyama
13845.849609375,-49.43435,BhikariBal,Khyama
13867.3828125,-49.392216,BhikariBal,Khyama
13888.916015625,-48.915028,BhikariBal,Khyama
13910.44921875,-47.434456,BhikariBal,Khyama
13931.982421875,-46.77847,BhikariBal,Khyama
13953.515625,-48.165783,BhikariBal,Khyama
13975.048828125,-49.03202,BhikariBal,Khyama
13996.58203125,-49.423958,BhikariBal,Khyama
14018.115234375,-49.722687,BhikariBal,Khyama
14039.6484375,-49.760277,BhikariBal,Khyama
14061.181640625,-48.826454,BhikariBal,Khyama
14082.71484375,-46.98017,BhikariBal,Khyama
14104.248046875,-46.52447,BhikariBal,Khyama
14125.78125,-48.699615,BhikariBal,Khyama
14147.314453125,-50.376823,BhikariBal,Khyama
14168.84765625,-50.89155,BhikariBal,Khyama
14190.380859375,-51.08415,BhikariBal,Khyama
14211.9140625,-51.237694,BhikariBal,Khyama
14233.447265625,-51.2381,BhikariBal,Khyama
14254.98046875,-50.83166,BhikariBal,Khyama
14276.513671875,-50.136,BhikariBal,Khyama
14298.046875,-50.74222,BhikariBal,Khyama
14319.580078125,-51.51683,BhikariBal,Khyama
14341.11328125,-52.012726,BhikariBal,Khyama
14362.646484375,-52.049545,BhikariBal,Khyama
14384.1796875,-52.359913,BhikariBal,Khyama
14405.712890625,-52.539207,BhikariBal,Khyama
14427.24609375,-52.096153,BhikariBal,Khyama
14448.779296875,-51.06194,BhikariBal,Khyama
14470.3125,-51.204136,BhikariBal,Khyama
14491.845703125,-52.43015,BhikariBal,Khyama
14513.37890625,-53.133568,BhikariBal,Khyama
14534.912109375,-53.1667,BhikariBal,Khyama
14556.4453125,-53.049004,BhikariBal,Khyama
14577.978515625,-52.847656,BhikariBal,Khyama
14599.51171875,-53.048576,BhikariBal,Khyama
14621.044921875,-52.9618,BhikariBal,Khyama
14642.578125,-53.298985,BhikariBal,Khyama
14664.111328125,-53.59719,BhikariBal,Khyama
14685.64453125,-53.999825,BhikariBal,Khyama
14707.177734375,-53.973072,BhikariBal,Khyama
14728.7109375,-54.06793,BhikariBal,Khyama
14750.244140625,-54.0175,BhikariBal,Khyama
14771.77734375,-53.81201,BhikariBal,Khyama
14793.310546875,-53.134712,BhikariBal,Khyama
14814.84375,-53.248337,BhikariBal,Khyama
14836.376953125,-54.199955,BhikariBal,Khyama
14857.91015625,-54.83942,BhikariBal,Khyama
14879.443359375,-54.944416,BhikariBal,Khyama
14900.9765625,-54.89976,BhikariBal,Khyama
14922.509765625,-54.54247,BhikariBal,Khyama
14944.04296875,-54.733974,BhikariBal,Khyama
14965.576171875,-55.13679,BhikariBal,Khyama
14987.109375,-55.54708,BhikariBal,Khyama
15008.642578125,-55.42147,BhikariBal,Khyama
15030.17578125,-55.470573,BhikariBal,Khyama
15051.708984375,-55.52503,BhikariBal,Khyama
15073.2421875,-56.14574,BhikariBal,Khyama
15094.775390625,-56.289536,BhikariBal,Khyama
15116.30859375,-56.25259,BhikariBal,Khyama
15137.841796875,-56.26803,BhikariBal,Khyama
15159.375,-56.512005,BhikariBal,Khyama
15180.908203125,-56.669277,BhikariBal,Khyama
15202.44140625,-57.05534,BhikariBal,Khyama
15223.974609375,-57.060894,BhikariBal,Khyama
15245.5078125,-57.35919,BhikariBal,Khyama
15267.041015625,-57.342743,BhikariBal,Khyama
15288.57421875,-57.27708,BhikariBal,Khyama
15310.107421875,-56.991257,BhikariBal,Khyama
15331.640625,-57.164116,BhikariBal,Khyama
15353.173828125,-57.354145,BhikariBal,Khyama
15374.70703125,-57.78362,BhikariBal,Khyama
15396.240234375,-57.729477,BhikariBal,Khyama
15417.7734375,-57.682407,BhikariBal,Khyama
15439.306640625,-57.577682,BhikariBal,Khyama
15460.83984375,-57.517426,BhikariBal,Khyama
15482.373046875,-57.303368,BhikariBal,Khyama
15503.90625,-56.954178,BhikariBal,Khyama
15525.439453125,-56.756355,BhikariBal,Khyama
15546.97265625,-57.65338,BhikariBal,Khyama
15568.505859375,-58.066063,BhikariBal,Khyama
15590.0390625,-58.221207,BhikariBal,Khyama
15611.572265625,-58.18425,BhikariBal,Khyama
15633.10546875,-58.194607,BhikariBal,Khyama
15654.638671875,-57.7169,BhikariBal,Khyama
15676.171875,-56.893444,BhikariBal,Khyama
15697.705078125,-56.563972,BhikariBal,Khyama
15719.23828125,-57.76906,BhikariBal,Khyama
15740.771484375,-58.537384,BhikariBal,Khyama
15762.3046875,-58.510162,BhikariBal,Khyama
15783.837890625,-58.444748,BhikariBal,Khyama
15805.37109375,-58.43583,BhikariBal,Khyama
15826.904296875,-58.354618,BhikariBal,Khyama
15848.4375,-58.59272,BhikariBal,Khyama
15869.970703125,-58.7614,BhikariBal,Khyama
15891.50390625,-59.04603,BhikariBal,Khyama
15913.037109375,-59.11273,BhikariBal,Khyama
15934.5703125,-59.269344,BhikariBal,Khyama
15956.103515625,-59.114956,BhikariBal,Khyama
15977.63671875,-59.3099,BhikariBal,Khyama
15999.169921875,-59.42006,BhikariBal,Khyama
16020.703125,-60.020264,BhikariBal,Khyama
16042.236328125,-60.001675,BhikariBal,Khyama
16063.76953125,-60.25383,BhikariBal,Khyama
16085.302734375,-60.305466,BhikariBal,Khyama
16106.8359375,-60.21857,BhikariBal,Khyama
16128.369140625,-59.904076,BhikariBal,Khyama
16149.90234375,-59.938843,BhikariBal,Khyama
16171.435546875,-59.926983,BhikariBal,Khyama
16192.96875,-60.10635,BhikariBal,Khyama
16214.501953125,-60.37925,BhikariBal,Khyama
16236.03515625,-60.692028,BhikariBal,Khyama
16257.568359375,-60.882446,BhikariBal,Khyama
16279.1015625,-60.971558,BhikariBal,Khyama
16300.634765625,-60.826237,BhikariBal,Khyama
16322.16796875,-60.993996,BhikariBal,Khyama
16343.701171875,-60.906002,BhikariBal,Khyama
16365.234375,-61.155846,BhikariBal,Khyama
16386.767578125,-60.86614,BhikariBal,Khyama
16408.30078125,-61.00448,BhikariBal,Khyama
16429.833984375,-60.842373,BhikariBal,Khyama
16451.3671875,-60.93603,BhikariBal,Khyama
16472.900390625,-61.30094,BhikariBal,Khyama
16494.43359375,-61.44545,BhikariBal,Khyama
16515.966796875,-61.680855,BhikariBal,Khyama
16537.5,-61.690643,BhikariBal,Khyama
16559.033203125,-61.44704,BhikariBal,Khyama
16580.56640625,-61.635403,BhikariBal,Khyama
16602.099609375,-61.827698,BhikariBal,Khyama
16623.6328125,-62.181572,BhikariBal,Khyama
16645.166015625,-61.86248,BhikariBal,Khyama
16666.69921875,-61.729977,BhikariBal,Khyama
16688.232421875,-61.756737,BhikariBal,Khyama
16709.765625,-62.22819,BhikariBal,Khyama
16731.298828125,-62.6716,BhikariBal,Khyama
16752.83203125,-63.187283,BhikariBal,Khyama
16774.365234375,-63.00744,BhikariBal,Khyama
16795.8984375,-62.767723,BhikariBal,Khyama
16817.431640625,-62.564384,BhikariBal,Khyama
16838.96484375,-62.824852,BhikariBal,Khyama
16860.498046875,-62.984623,BhikariBal,Khyama
16882.03125,-63.343628,BhikariBal,Khyama
16903.564453125,-63.341225,BhikariBal,Khyama
16925.09765625,-63.424877,BhikariBal,Khyama
16946.630859375,-63.66078,BhikariBal,Khyama
16968.1640625,-63.948013,BhikariBal,Khyama
16989.697265625,-63.9291,BhikariBal,Khyama
17011.23046875,-63.80759,BhikariBal,Khyama
17032.763671875,-63.75975,BhikariBal,Khyama
17054.296875,-64.19728,BhikariBal,Khyama
17075.830078125,-64.3636,BhikariBal,Khyama
17097.36328125,-64.7144,BhikariBal,Khyama
17118.896484375,-64.62127,BhikariBal,Khyama
17140.4296875,-64.63542,BhikariBal,Khyama
17161.962890625,-64.25442,BhikariBal,Khyama
17183.49609375,-64.360306,BhikariBal,Khyama
17205.029296875,-64.59716,BhikariBal,Khyama
17226.5625,-64.914085,BhikariBal,Khyama
17248.095703125,-65.06645,BhikariBal,Khyama
17269.62890625,-65.03638,BhikariBal,Khyama
17291.162109375,-64.83688,BhikariBal,Khyama
17312.6953125,-65.253876,BhikariBal,Khyama
17334.228515625,-65.636444,BhikariBal,Khyama
17355.76171875,-65.84601,BhikariBal,Khyama
17377.294921875,-65.59343,BhikariBal,Khyama
17398.828125,-65.97941,BhikariBal,Khyama
17420.361328125,-66.06212,BhikariBal,Khyama
17441.89453125,-65.93016,BhikariBal,Khyama
17463.427734375,-65.69234,BhikariBal,Khyama
17484.9609375,-65.81835,BhikariBal,Khyama
17506.494140625,-65.389725,BhikariBal,Khyama
17528.02734375,-65.327286,BhikariBal,Khyama
17549.560546875,-65.73453,BhikariBal,Khyama
17571.09375,-66.47304,BhikariBal,Khyama
17592.626953125,-66.61368,BhikariBal,Khyama
17614.16015625,-66.78014,BhikariBal,Khyama
17635.693359375,-66.73663,BhikariBal,Khyama
17657.2265625,-67.263405,BhikariBal,Khyama
17678.759765625,-67.30167,BhikariBal,Khyama
17700.29296875,-66.860016,BhikariBal,Khyama
17721.826171875,-66.87248,BhikariBal,Khyama
17743.359375,-67.417496,BhikariBal,Khyama
17764.892578125,-67.48392,BhikariBal,Khyama
17786.42578125,-67.64546,BhikariBal,Khyama
17807.958984375,-67.69565,BhikariBal,Khyama
17829.4921875,-67.58179,BhikariBal,Khyama
17851.025390625,-67.22924,BhikariBal,Khyama
17872.55859375,-67.20955,BhikariBal,Khyama
17894.091796875,-67.62743,BhikariBal,Khyama
17915.625,-68.0193,BhikariBal,Khyama
17937.158203125,-68.079796,BhikariBal,Khyama
17958.69140625,-68.23877,BhikariBal,Khyama
17980.224609375,-68.12482,BhikariBal,Khyama
18001.7578125,-68.75109,BhikariBal,Khyama
18023.291015625,-69.92215,BhikariBal,Khyama
18044.82421875,-70.76915,BhikariBal,Khyama
18066.357421875,-70.87557,BhikariBal,Khyama
18087.890625,-70.906395,BhikariBal,Khyama
18109.423828125,-70.68193,BhikariBal,Khyama
18130.95703125,-69.98071,BhikariBal,Khyama
18152.490234375,-69.10852,BhikariBal,Khyama
18174.0234375,-68.65644,BhikariBal,Khyama
18195.556640625,-69.14867,BhikariBal,Khyama
18217.08984375,-70.211044,BhikariBal,Khyama
18238.623046875,-71.31047,BhikariBal,Khyama
18260.15625,-71.9692,BhikariBal,Khyama
18281.689453125,-71.98868,BhikariBal,Khyama
18303.22265625,-71.26862,BhikariBal,Khyama
18324.755859375,-70.36598,BhikariBal,Khyama
18346.2890625,-70.33957,BhikariBal,Khyama
18367.822265625,-70.940895,BhikariBal,Khyama
18389.35546875,-71.30203,BhikariBal,Khyama
18410.888671875,-71.26546,BhikariBal,Khyama
18432.421875,-71.435745,BhikariBal,Khyama
18453.955078125,-71.56866,BhikariBal,Khyama
18475.48828125,-71.47788,BhikariBal,Khyama
18497.021484375,-71.43178,BhikariBal,Khyama
18518.5546875,-71.88098,BhikariBal,Khyama
18540.087890625,-72.473236,BhikariBal,Khyama
18561.62109375,-72.70528,BhikariBal,Khyama
18583.154296875,-73.188126,BhikariBal,Khyama
18604.6875,-73.72835,BhikariBal,Khyama
18626.220703125,-73.93115,BhikariBal,Khyama
18647.75390625,-73.8089,BhikariBal,Khyama
18669.287109375,-73.83012,BhikariBal,Khyama
18690.8203125,-73.73199,BhikariBal,Khyama
18712.353515625,-73.58713,BhikariBal,Khyama
18733.88671875,-73.30225,BhikariBal,Khyama
18755.419921875,-73.36867,BhikariBal,Khyama
18776.953125,-73.60611,BhikariBal,Khyama
18798.486328125,-73.78435,BhikariBal,Khyama
18820.01953125,-73.86174,BhikariBal,Khyama
18841.552734375,-73.715996,BhikariBal,Khyama
18863.0859375,-73.7288,BhikariBal,Khyama
18884.619140625,-73.97673,BhikariBal,Khyama
18906.15234375,-74.466965,BhikariBal,Khyama
18927.685546875,-74.856735,BhikariBal,Khyama
18949.21875,-75.51261,BhikariBal,Khyama
18970.751953125,-76.2019,BhikariBal,Khyama
18992.28515625,-76.3309,BhikariBal,Khyama
19013.818359375,-76.28453,BhikariBal,Khyama
19035.3515625,-76.05897,BhikariBal,Khyama
19056.884765625,-75.91135,BhikariBal,Khyama
19078.41796875,-75.934204,BhikariBal,Khyama
19099.951171875,-76.00049,BhikariBal,Khyama
19121.484375,-75.92691,BhikariBal,Khyama
19143.017578125,-75.7464,BhikariBal,Khyama
19164.55078125,-76.06157,BhikariBal,Khyama
19186.083984375,-76.378296,BhikariBal,Khyama
19207.6171875,-76.15899,BhikariBal,Khyama
19229.150390625,-75.89247,BhikariBal,Khyama
19250.68359375,-76.40933,BhikariBal,Khyama
19272.216796875,-77.29044,BhikariBal,Khyama
19293.75,-77.46326,BhikariBal,Khyama
19315.283203125,-77.57504,BhikariBal,Khyama
19336.81640625,-77.54578,BhikariBal,Khyama
19358.349609375,-77.79037,BhikariBal,Khyama
19379.8828125,-78.085236,BhikariBal,Khyama
19401.416015625,-78.73803,BhikariBal,Khyama
19422.94921875,-79.57997,BhikariBal,Khyama
19444.482421875,-80.0,BhikariBal,Khyama
19466.015625,-80.0,BhikariBal,Khyama
19487.548828125,-80.0,BhikariBal,Khyama
19509.08203125,-80.0,BhikariBal,Khyama
19530.615234375,-80.0,BhikariBal,Khyama
19552.1484375,-80.0,BhikariBal,Khyama
19573.681640625,-80.0,BhikariBal,Khyama
19595.21484375,-80.0,BhikariBal,Khyama
19616.748046875,-80.0,BhikariBal,Khyama
19638.28125,-80.0,BhikariBal,Khyama
19659.814453125,-80.0,BhikariBal,Khyama
19681.34765625,-80.0,BhikariBal,Khyama
19702.880859375,-80.0,BhikariBal,Khyama
19724.4140625,-80.0,BhikariBal,Khyama
19745.947265625,-80.0,BhikariBal,Khyama
19767.48046875,-80.0,BhikariBal,Khyama
19789.013671875,-80.0,BhikariBal,Khyama
19810.546875,-80.0,BhikariBal,Khyama
19832.080078125,-80.0,BhikariBal,Khyama
19853.61328125,-80.0,BhikariBal,Khyama
19875.146484375,-80.0,BhikariBal,Khyama
19896.6796875,-80.0,BhikariBal,Khyama
19918.212890625,-80.0,BhikariBal,Khyama
19939.74609375,-80.0,BhikariBal,Khyama
19961.279296875,-80.0,BhikariBal,Khyama
19982.8125,-80.0,BhikariBal,Khyama
20004.345703125,-80.0,BhikariBal,Khyama
20025.87890625,-80.0,BhikariBal,Khyama
20047.412109375,-80.0,BhikariBal,Khyama
20068.9453125,-80.0,BhikariBal,Khyama
20090.478515625,-80.0,BhikariBal,Khyama
20112.01171875,-80.0,BhikariBal,Khyama
20133.544921875,-80.0,BhikariBal,Khyama
20155.078125,-80.0,BhikariBal,Khyama
20176.611328125,-80.0,BhikariBal,Khyama
20198.14453125,-80.0,BhikariBal,Khyama
20219.677734375,-80.0,BhikariBal,Khyama
20241.2109375,-80.0,BhikariBal,Khyama
20262.744140625,-80.0,BhikariBal,Khyama
20284.27734375,-80.0,BhikariBal,Khyama
20305.810546875,-80.0,BhikariBal,Khyama
20327.34375,-80.0,BhikariBal,Khyama
20348.876953125,-80.0,BhikariBal,Khyama
20370.41015625,-80.0,BhikariBal,Khyama
20391.943359375,-80.0,BhikariBal,Khyama
20413.4765625,-80.0,BhikariBal,Khyama
20435.009765625,-80.0,BhikariBal,Khyama
20456.54296875,-80.0,BhikariBal,Khyama
20478.076171875,-80.0,BhikariBal,Khyama
20499.609375,-80.0,BhikariBal,Khyama
20521.142578125,-80.0,BhikariBal,Khyama
20542.67578125,-80.0,BhikariBal,Khyama
20564.208984375,-80.0,BhikariBal,Khyama
20585.7421875,-80.0,BhikariBal,Khyama
20607.275390625,-80.0,BhikariBal,Khyama
20628.80859375,-80.0,BhikariBal,Khyama
20650.341796875,-80.0,BhikariBal,Khyama
20671.875,-80.0,BhikariBal,Khyama
20693.408203125,-80.0,BhikariBal,Khyama
20714.94140625,-80.0,BhikariBal,Khyama
20736.474609375,-80.0,BhikariBal,Khyama
20758.0078125,-80.0,BhikariBal,Khyama
20779.541015625,-80.0,BhikariBal,Khyama
20801.07421875,-80.0,BhikariBal,Khyama
20822.607421875,-80.0,BhikariBal,Khyama
20844.140625,-80.0,BhikariBal,Khyama
20865.673828125,-80.0,BhikariBal,Khyama
20887.20703125,-80.0,BhikariBal,Khyama
20908.740234375,-80.0,BhikariBal,Khyama
20930.2734375,-80.0,BhikariBal,Khyama
20951.806640625,-80.0,BhikariBal,Khyama
20973.33984375,-80.0,BhikariBal,Khyama
20994.873046875,-80.0,BhikariBal,Khyama
21016.40625,-80.0,BhikariBal,Khyama
21037.939453125,-80.0,BhikariBal,Khyama
21059.47265625,-80.0,BhikariBal,Khyama
21081.005859375,-80.0,BhikariBal,Khyama
21102.5390625,-80.0,BhikariBal,Khyama
21124.072265625,-80.0,BhikariBal,Khyama
21145.60546875,-80.0,BhikariBal,Khyama
21167.138671875,-80.0,BhikariBal,Khyama
21188.671875,-80.0,BhikariBal,Khyama
21210.205078125,-80.0,BhikariBal,Khyama
21231.73828125,-80.0,BhikariBal,Khyama
21253.271484375,-80.0,BhikariBal,Khyama
21274.8046875,-80.0,BhikariBal,Khyama
21296.337890625,-80.0,BhikariBal,Khyama
21317.87109375,-80.0,BhikariBal,Khyama
21339.404296875,-80.0,BhikariBal,Khyama
21360.9375,-80.0,BhikariBal,Khyama
21382.470703125,-80.0,BhikariBal,Khyama
21404.00390625,-80.0,BhikariBal,Khyama
21425.537109375,-80.0,BhikariBal,Khyama
21447.0703125,-80.0,BhikariBal,Khyama
21468.603515625,-80.0,BhikariBal,Khyama
21490.13671875,-80.0,BhikariBal,Khyama
21511.669921875,-80.0,BhikariBal,Khyama
21533.203125,-80.0,BhikariBal,Khyama
21554.736328125,-80.0,BhikariBal,Khyama
21576.26953125,-80.0,BhikariBal,Khyama
21597.802734375,-80.0,BhikariBal,Khyama
21619.3359375,-80.0,BhikariBal,Khyama
21640.869140625,-80.0,BhikariBal,Khyama
21662.40234375,-80.0,BhikariBal,Khyama
21683.935546875,-80.0,BhikariBal,Khyama
21705.46875,-80.0,BhikariBal,Khyama
21727.001953125,-80.0,BhikariBal,Khyama
21748.53515625,-80.0,BhikariBal,Khyama
21770.068359375,-80.0,BhikariBal,Khyama
21791.6015625,-80.0,BhikariBal,Khyama
21813.134765625,-80.0,BhikariBal,Khyama
21834.66796875,-80.0,BhikariBal,Khyama
21856.201171875,-80.0,BhikariBal,Khyama
21877.734375,-80.0,BhikariBal,Khyama
21899.267578125,-80.0,BhikariBal,Khyama
21920.80078125,-80.0,BhikariBal,Khyama
21942.333984375,-80.0,BhikariBal,Khyama
21963.8671875,-80.0,BhikariBal,Khyama
21985.400390625,-80.0,BhikariBal,Khyama
22006.93359375,-80.0,BhikariBal,Khyama
22028.466796875,-80.0,BhikariBal,Khyama
22050.0,-80.0,BhikariBal,Khyama
